﻿频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,帧率,音频,ffprobe探测时间,fake_score,loop_score
La Fabulosa Radio y TV,https://eu1.servers10.com:8081/8004/index.m3u8,LaFabulosaTV.pe@SD,,,,https://i.imgur.com/GjME5H0.png,Music,1280x720,iptv-org-all.txt,2159,200,成功,h264,29.97002997002997,有音频,2.959,62,50
KITE Victers (Kerala) (720p) [Not 24/7],https://932y4x26ljv8-hls-live.5centscdn.com/victers/tv.stream/playlist.m3u8,KiteVicters.in@SD,,,,https://i.imgur.com/kj4OEsb.png,Education,1920x1080,iptv-org-all.txt,1363,200,成功,h264,25.0,有音频,1.681,8,8
KCBS-DT1 (1080p) [Not 24/7],https://tvpass.org/live/cbs-kcbs-los-angeles-ca/hd,KCBSDT1.us@SD,,,,https://i.imgur.com/RIFC1Y6.jpg,General,640x360,iptv-org-all.txt,3909,200,成功,h264,59.94005994005994,有音频,2.838,9,9
Just For Laughs Gags (720p),https://distributionsjustepourrire-justforlaughsgags-1-be.samsung.wurl.tv/playlist.m3u8,JustforLaughsGags.us@SD,,,,https://i.imgur.com/HjVEVMJ.png,Comedy,1280x720,iptv-org-all.txt,1577,200,成功,h264,29.97002997002997,有音频,1.182,8,8
Louga TV (480p),https://stream.sen-gt.com/Mbacke/myStream/playlist.m3u8,LougaTV.sn@SD,,,,https://i.ibb.co/xXZ5kFy/unnamed.jpg,General,854x480,iptv-org-all.txt,2027,200,成功,h264,29.97002997002997,有音频,3.358,8,8
La Hora TV [Geo-blocked],https://cloud5.livescast.com:19360/lahoratv/lahoratv.m3u8,LaHoraTV.do@HD,,,,https://www.vivalivetv.com/public/files/shows/0/1/3807-294x165-FFFFFF.jpg,General,1280x720,iptv-org-all.txt,1860,200,成功,h264,29.97002997002997,有音频,0.944,36,32
Kung Fu+,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/06862a07-6a92-4b4d-abc3-5fea131713b5/manifest.m3u8,,,,,,Undefined,,iptv-org-all.txt,240,200,成功,h264,,有音频,3.993,130,106
JFV TV (720p),https://2nbyj587d53k-hls-live.5centscdn.com/09/25b94ec89b2aa708c3c4ad0014b09845.sdp/playlist.m3u8,JFVTV.sv@SD,,,,https://i.imgur.com/SrmI6nU.jpeg,Religious,1280x720,iptv-org-all.txt,1574,200,成功,h264,29.97002997002997,有音频,3.069,8,8
M95 Televisión Marbella (1080p) [Not 24/7],https://limited2.todostreaming.es/live/m95-livestream.m3u8,M95TelevisionMarbella.es@SD,,,,https://i.imgur.com/RzAkP1V.png,News,1920x1080,iptv-org-all.txt,649,200,成功,h264,25.0,有音频,2.405,8,8
Jawa Pos TV Magelang (720p),http://122.248.43.242:1935/JAWAPOSTVMAGELANG/_definst_/myStream/playlist.m3u8,JawaPosTV.id@Magelang,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Jawa_Pos_TV_2024.svg/2560px-Jawa_Pos_TV_2024.svg.png,General,1280x720,iptv-org-all.txt,445,200,成功,h264,25.0,有音频,2.738,8,8
Lansingerland TV (720p),https://ms7.mx-cd.net/tv/278-3414514/RTV_Lansingerland.smil/playlist.m3u8,LansingerlandTV.nl@SD,,,,https://i.imgur.com/1r7IZ7Q.png,General,1280x720,iptv-org-all.txt,108,200,成功,h264,25.0,有音频,2.919,8,8
Lassie,https://xumo-xumoent-ch833-p47sj.fast.nbcuni.com/live/master.m3u8,,,,,,Undefined,426x240,iptv-org-all.txt,317,200,成功,h264,30.0,有音频,2.858,7,5
ISTV (720p) [Not 24/7],https://stmv1.srvstm.com/sistema7933/sistema7933/playlist.m3u8,ISTV.br@SD,,,,https://i.imgur.com/RUKVrOH.png,Education,1920x1080,iptv-org-all.txt,235,200,成功,h264,59.94005994005994,有音频,0.824,8,8
Kanizsa TV (400p),https://cloudfront44.lexanetwork.com:1344/freerelay/kanizsavtv.sdp/playlist.m3u8,KanizsaTV.hu@SD,,,,https://i.imgur.com/l02znlE.png,General,700x400,iptv-org-all.txt,244,200,成功,h264,25.0,有音频,3.457,77,61
KSCE Vida Cristiana (360p),https://2-fss-2.streamhoster.com/pl_120/200226-1449024-1/playlist.m3u8,KSCEDT2.us@SD,,,,https://i.imgur.com/970zAEn.png,Religious,640x360,iptv-org-all.txt,1183,200,成功,h264,30.0,有音频,0.501,9,9
La Une (1080p),https://c9851ec-rbm-hilv-fsly.cdn.redbee.live/L22/6d35e26e/1bffdaaf.isml/.m3u8,LaUne.be@SD,,,,https://i.imgur.com/jMwZp7z.png,Entertainment,1280x720,iptv-org-all.txt,1756,200,成功,h264,600.0,有音频,4.431,8,8
Logos TV Kids (720p) [Not 24/7],https://streamer1.streamhost.org/salive/logoskidsH/playlist.m3u8,LogosTVKids.es@SD,,,,https://i.imgur.com/Kr3U3Ub.png,Kids;Religious,1280x720,iptv-org-all.txt,1517,200,成功,h264,50.0,有音频,3.163,8,8
LoveWorld Arabic (360p),https://go5lm6a6dawb-hls-live.5centscdn.com/lwarabic/53132d996b4263ec0d7b602292c46eaf.sdp/playlist.m3u8,LoveWorldArabic.ng@SD,,,,https://i.imgur.com/KYMjRjK.png,Religious,720x576,iptv-org-all.txt,749,200,成功,h264,50.0,有音频,0.952,8,8
ISTV (480p),https://livefta.malimarcdn.com/ftaedge00/ichannel.sdp/playlist.m3u8,ISTV.la@SD,,,,https://i.imgur.com/TGAKFcV.jpg,General,1280x720,iptv-org-all.txt,173,200,成功,h264,29.97002997002997,有音频,0.891,16,12
Latvijas Radio 3 Klasika (240p),https://5a44e5b800a41.streamlock.net/liveVLR3/mp4:Klasika/playlist.m3u8,,,,,,Undefined,320x240,iptv-org-all.txt,793,200,成功,h264,25.0,有音频,4.037,67,57
La Red (720p) [Not 24/7],https://alba-cl-lared-lared.stream.mediatiquestream.com/index.m3u8,LaRed.cl@SD,,,,https://i.imgur.com/nJOVM6e.png,General,640x360,iptv-org-all.txt,1167,200,成功,h264,29.97002997002997,有音频,0.668,9,9
Kecskemeti TV (416p) [Not 24/7],http://rtmp1.40e.hu:8000/live/ktv.m3u8,KecskemetiTV.hu@SD,,,,https://i.imgur.com/yxwrX2N.png,General,720x416,iptv-org-all.txt,2234,200,成功,h264,25.0,有音频,2.091,8,8
Kino Barrandov (720p),http://83.167.253.107/hdmi1_ext,KinoBarrandov.cz@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Kino_Barrandov_logo.png/512px-Kino_Barrandov_logo.png,Movies,1280x720,iptv-org-all.txt,810,200,成功,h264,30.0,有音频,5.473,36,32
Olelo Community Media Channel 53 (720p),https://cdn3.wowza.com/5/V2Y2VmhqMEFDTUkx/olelo/G0125_011/playlist.m3u8,Olelo53.us@SD,,,,https://i.imgur.com/xDuUrj9.png,Culture,1280x720,iptv-org-all.txt,121,200,成功,h264,25.0,有音频,0.927,8,8
MTNA TV,https://live.mtna.tv/hls/mtna/mtna.m3u8,MTNATV.cl@SD,,,,https://i.imgur.com/v7SA92F.png,Religious,1920x1080,iptv-org-all.txt,933,200,成功,h264,30.0,有音频,0.744,8,8
Naruto,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5da0c85bd2c9c10009370984/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a29f8-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=bbd39836-427d-4099-82bb-28b34f88aa35,Naruto.us@US,,,,https://i.imgur.com/M8X3Kvc.png,Animation,426x240,iptv-org-all.txt,23,200,成功,h264,30.0,有音频,2.186,9,9
MovieSphere by Lionsgate,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/645e7828e1979c00087b75b4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a02e5-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=6ee42393-c7a0-4d1d-82c7-0121c35ec03e,MovieSphere.us@SD,,,,https://i.imgur.com/h1ejU90.png,Movies,426x240,iptv-org-all.txt,190,200,成功,h264,30.0,有音频,1.512,9,9
Olelo Community Media Channel 54 (720p),https://cdn3.wowza.com/5/V2Y2VmhqMEFDTUkx/olelo/G0125_012/playlist.m3u8,Olelo54.us@SD,,,,https://i.imgur.com/8BG31QL.png,Legislative,1280x720,iptv-org-all.txt,116,200,成功,h264,25.0,有音频,0.620,38,32
Nidae AlIslam Radio (1080p),https://live.kwikmotion.com/sbrksanedaradiolive/srpksanedaradio/playlist.m3u8,NidaeAlIslamRadio.sa@SD,,,,https://i.imgur.com/laEk64E.png,Music,1920x1080,iptv-org-all.txt,1363,200,成功,h264,30.0,有音频,1.704,8,8
Movies! (480p),https://bozztv.com/dvrfl03/hdirect/hdirect-ovair1-movies!/index.m3u8,Movies.us@SD,,,,https://i.imgur.com/gAGn3mK.png,Movies,704x480,iptv-org-all.txt,884,200,成功,h264,29.97002997002997,有音频,0.545,9,9
N24 Doku,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60080e8a4bf36000076a81b1/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1f1163-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=3c70bac9-b6d8-44d7-bde9-a992a6bfd7ab,N24DokuAustria.at@SD,,,,https://i.imgur.com/qgoXJu4.png,Documentary,426x240,iptv-org-all.txt,31,200,成功,h264,30.0,有音频,0.901,9,9
Omroep Venray (720p),https://d3j015sg8r68y.cloudfront.net/nlpo/clr-nlpo/omroepvenray/index.m3u8,OmroepVenray.nl@SD,,,,https://i.imgur.com/uVqTbi2.png,General,1280x720,iptv-org-all.txt,768,200,成功,h264,25.0,有音频,5.126,8,8
NHTV (720p),http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8,NHTV.kr@SD,,,,https://i.imgur.com/DfECkgB.png,Entertainment,1280x720,iptv-org-all.txt,934,200,成功,h264,29.97002997002997,有音频,2.661,128,104
Now TV 102.3FM Edmonton (CKNO-FM),https://videostream.jpbgdigital.com/NOWTV.m3u8,CKNOFM.ca@SD,,,,https://i.imgur.com/sF2g7KE.png,Music,1096x616,iptv-org-all.txt,1001,200,成功,h264,30.0,有音频,1.149,8,8
Omroep West (1080p) [Not 24/7],https://d1axml5ozykh3g.cloudfront.net/live/omroepwest/tv/index.m3u8,,,,,,Undefined,256x144,iptv-org-all.txt,824,200,成功,h264,25.0,有音频,2.623,17,13
MK Six (720p) [Not 24/7],https://cdn-3.pishow.tv/live/1253/master.m3u8,MKSix.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/MK_Six.png,Entertainment,424x240,iptv-org-all.txt,1538,200,成功,h264,25.0,有音频,9.695,27,21
Montecristi Digital 8 [Geo-blocked],https://soportedvb.click:3400/live/montecristitvlive.m3u8,MontecristiDigital8.do@HD,,,,https://imgur.com/ExoOHQI.jpeg,General,1280x720,iptv-org-all.txt,881,200,成功,h264,25.0,有音频,0.619,8,8
Mijas 3.40TV (720p),https://streaming004.gestec-video.com/hls/MIJAS.m3u8,Mijas340TV.es@SD,,,,https://i.imgur.com/RH1zLLs.png,General,1280x720,iptv-org-all.txt,1781,200,成功,h264,25.0,有音频,2.513,8,8
Naruto,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65d5fc39a25d5e00082895c4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ae2b56-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=624d6e59-b964-41c4-8e12-4ec9c07d66e8,Naruto.us@Germany,,,,https://i.imgur.com/M8X3Kvc.png,Animation,426x240,iptv-org-all.txt,737,200,成功,h264,30.0,有音频,2.802,9,9
MTV Ava (720p),https://live-fi.tvkaista.net/ava/live.m3u8,MTVAva.fi@SD,,,,https://i.imgur.com/WxNCiAk.png,Entertainment,1280x720,iptv-org-all.txt,1382,200,成功,h264,25.0,有音频,2.397,8,8
MTV Teen Mom,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5cffcf5686dfe15595fb3f56/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ae044a-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1702995c-e680-43a7-aab2-8ad161900add,MTVTeenMom.us@Germany,,,,https://i.imgur.com/6EzdThG.png,Series,426x240,iptv-org-all.txt,143,200,成功,h264,30.0,有音频,1.981,129,105
Moorpark Government Channel (360p),https://cdn3.wowza.com/5/cXdyRHF0Z3kxN0k2/moorpark/G0086_003/playlist.m3u8,MPTV.us@SD,,,,https://i.imgur.com/OOQqMQz.png,Legislative,480x360,iptv-org-all.txt,409,200,成功,h264,25.0,有音频,1.176,9,9
Notisur TV [Not 24/7],https://ss2.tvrdomi.com:1936/notisur/notisur/playlist.m3u8,NotisurTV.do@HD,,,,https://rdomint.com/images/station/300.jpg,General,1280x720,iptv-org-all.txt,1589,200,成功,h264,29.97002997002997,有音频,1.316,8,8
MTV Classic,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/654100b4bdf3cf0008aa49c7/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b17f8-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=0f6e1478-21f2-4086-89a2-f5bf724e1c45,MTVClassic.us@Canada,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/MTV_Classic_US.svg/512px-MTV_Classic_US.svg.png,Music,426x240,iptv-org-all.txt,84,200,成功,h264,30.0,有音频,1.381,117,93
Olelo Community Media Channel 55 (720p),https://cdn3.wowza.com/5/V2Y2VmhqMEFDTUkx/olelo/G0125_013/playlist.m3u8,Olelo55.us@SD,,,,https://i.imgur.com/0qe2R8b.png,Entertainment,1280x720,iptv-org-all.txt,127,200,成功,h264,25.0,有音频,0.647,8,8
NOTV New Orleans TV (720p),http://media4.tripsmarter.com:1935/LiveTV/NOTVHD/playlist.m3u8,KNOVCD1.us@SD,,,,https://i.imgur.com/D7Lzqyl.png,Travel,1280x720,iptv-org-all.txt,1255,200,成功,h264,29.97002997002997,有音频,0.229,8,8
Number 1 Dance (720p),https://b01c02nl.mediatriple.net/videoonlylive/mtkgeuihrlfwlive/u_stream_5c9e2aa8acf44_1/playlist.m3u8,Number1Dance.tr@SD,,,,https://i.imgur.com/ZM4PSyq.png,Music,1280x720,iptv-org-all.txt,906,200,成功,h264,25.0,有音频,3.183,8,8
One Channel (1080p) [Geo-blocked],https://onechannel.siliconweb.com/one/stream/chunks.m3u8,OneChannel.gr@HD,,,,https://upload.wikimedia.org/wikipedia/commons/3/37/One_Channel_Logo_2019.png,General,1920x1080,iptv-org-all.txt,1243,200,成功,h264,25.0,有音频,2.347,8,8
Nolly Africa [Geo-blocked],https://amg02784-nollyafricafast-amg02784c1-cineverse-us-1124.playouts.now.amagi.tv/playlist/amg02784-nollyafricafast-nollyafricahd-cineverseus/playlist.m3u8,NollyAfrica.uk@SD,,,,https://i.imgur.com/IxtGpti.png,Movies,,iptv-org-all.txt,950,200,成功,h264,,有音频,1.622,10,10
Nautical Channel (720p),https://a-cdn.klowdtv.com/live2/nautical_720p/playlist.m3u8,NauticalChannel.it@SD,,,,https://i.imgur.com/2ByDyzL.png,Sports,1280x720,iptv-org-all.txt,1680,200,成功,h264,25.0,有音频,1.328,8,8
Movie Favorites By Lifetime,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/63335b193583440007c859fb/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a02e2-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c32f13eb-8395-4e23-87b8-0bd6e7d05f16,,,,,,Undefined,426x240,iptv-org-all.txt,59,200,成功,h264,30.0,有音频,1.488,9,9
MTV Pluto TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ca672f515a62078d2ec0ad2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a29f2-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=21f0e654-cec9-4722-a81b-dd17d02581d3,MTVPlutoTV.us@US,,,,https://i.imgur.com/WsQRCmZ.png,Entertainment,854x480,iptv-org-all.txt,76,200,成功,h264,30.0,有音频,0.720,36,28
NBC 8 Lima OH (WLIO-DT1) (720p) [Not 24/7],https://live.field59.com/wlio/wlio1/playlist.m3u8,WLIODT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/NBC_logo_2022_%28vertical%29.svg/512px-NBC_logo_2022_%28vertical%29.svg.png,Undefined,1280x720,iptv-org-all.txt,1250,200,成功,h264,59.94005994005994,有音频,0.534,8,8
NTD TV English UK,https://ntd02.akamaized.net/NTD-UK/index.m3u8,NTDTVEnglish.us@UK,,,,https://i.imgur.com/26uv1ww.png,General;News,1920x1080,iptv-org-all.txt,1087,200,成功,h264,29.97002997002997,有音频,1.732,8,8
MTV Classic (360p),https://fl1.moveonjoy.com/MTV_CLASSIC/index.m3u8,MTVClassic.us@East,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/MTV_Classic_US.svg/512px-MTV_Classic_US.svg.png,Music,640x480,iptv-org-all.txt,126,200,成功,h264,59.94005994005994,有音频,2.589,9,9
NBC New York News,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65790c72cbd0d60008fac4d0/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a5100-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1590d16f-7216-4de9-80e8-cd9f77d26da8,,,,,,Undefined,426x240,iptv-org-all.txt,90,200,成功,h264,30.0,有音频,1.555,9,9
Ning TV (720p),https://livefta.malimarcdn.com/ftaedge00/ningtv.sdp/playlist.m3u8,NingTV.la@SD,,,,https://i.imgur.com/ANnEPnK.png,Entertainment,1280x720,iptv-org-all.txt,156,200,成功,h264,29.97002997002997,有音频,0.947,8,8
MTV The Shores,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5caf32c2a5068259a32320fc/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1f1160-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fedd9a53-46f2-4eed-8ea9-ef20093e1a28,MTVTheShores.us@Austria,,,,https://i.imgur.com/I2QM1Gd.png,Series,640x360,iptv-org-all.txt,131,200,成功,h264,30.0,有音频,0.706,9,9
NCIS,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62f4f5de1c100100075665ef/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b3f06-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=cf46f3b0-cd26-4b98-92b0-312be52250e0,,,,,,Undefined,426x240,iptv-org-all.txt,28,200,成功,h264,30.0,有音频,1.289,129,105
OK Flensburg (576p),https://live-cdn.oksh.de/play/hls/flensburgtv/index.m3u8,OKFlensburg.de@SD,,,,https://i.imgur.com/NPbfgQC.png,General,720x576,iptv-org-all.txt,1726,200,成功,h264,25.0,有音频,1.960,8,8
NBC Universo West (720p),http://190.11.225.124:5000/live/universo_hd/playlist.m3u8,NBCUniverso.us@West,,,,https://i.imgur.com/RZ8pIKe.png,Entertainment,1280x720,iptv-org-all.txt,104,200,成功,h264,59.94005994005994,有音频,0.935,8,8
Merwe TV (720p),https://d2ycaxub5x98iw.cloudfront.net/nlpo/clr-nlpo/merwetv/index.m3u8,MerweTV.nl@SD,,,,https://i.imgur.com/JjB7U1q.png,General,1280x720,iptv-org-all.txt,1697,200,成功,h264,25.0,有音频,7.759,8,8
Motor Trend,http://104.255.88.155/motortrend/index.m3u8,MotorTrend.us@SD,,,,https://i.imgur.com/hKDccCL.png,Auto,1920x1080,iptv-org-all.txt,12,200,成功,h264,29.97002997002997,有音频,0.213,8,8
NFL Channel,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ced7d5df64be98e07ed47b6/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a5105-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=6477ef85-3680-442c-94d8-27197903b1f6,NFLChannel.us@SD,,,,https://i.imgur.com/mPGtwAP.png,Sports,426x240,iptv-org-all.txt,179,200,成功,h264,30.0,有音频,1.249,9,9
Nortvisión (720p),https://server.asilivehd.com:3242/live/nortvisionlive.m3u8,Nortvision.ec@SD,,,,https://i.imgur.com/MLzcPgT.jpg,General,1280x720,iptv-org-all.txt,1056,200,成功,h264,29.97002997002997,有音频,1.264,8,8
Montreal Greek TV (480p),http://live.greektv.ca/hls1/greektv.m3u8,MontrealGreekTV.ca@SD,,,,https://i.imgur.com/Y5YnUit.png,Culture,640x480,iptv-org-all.txt,1121,200,成功,h264,29.97002997002997,有音频,1.425,9,9
NTV IC Kakanj (720p),https://lon.rtsp.me/dEqnY-myGj84bKrieCIPfA/1743271667/hls/3dH3YAD6.m3u8,NTVICKakanj.ba@SD,,,,https://i.imgur.com/EtaHm2P.png,General,1920x1080,iptv-org-all.txt,1424,200,成功,h264,25.0,无音频,2.835,8,8
Negocios TV (1080p),https://streaming013.gestec-video.com/hls/negociostv.m3u8,NegociosTV.es@SD,,,,https://m.media-amazon.com/images/I/21HEgSJn2gL.png,Business,1280x720,iptv-org-all.txt,862,200,成功,h264,25.0,有音频,2.351,36,28
MotoAmerica TV (1080p),https://1422977263.rsc.cdn77.org/HLS/MOTOAMERICA.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,457,200,成功,h264,30.0,有音频,0.718,24,20
NOOS TV (720p),https://ms2.mx-cd.net/tv/276-2860564/Omroep_NOOS.smil/playlist.m3u8,NOOSTV.nl@SD,,,,https://i.imgur.com/X8xLcpT.png,General,1280x720,iptv-org-all.txt,381,200,成功,h264,25.0,有音频,4.735,8,8
Nativa TV Satipo (720p) [Not 24/7],https://7.innovatestream.pe:19360/nativatv/nativatv.m3u8,NativaTVSatipo.pe@SD,,,,https://i.imgur.com/ScCAgGB.png,General,1280x720,iptv-org-all.txt,1501,200,成功,h264,29.97002997002997,有音频,1.086,9,9
Mr. Bean Anime Spain (1080p),https://amg00627-amg00627c30-rakuten-es-3990.playouts.now.amagi.tv/playlist/amg00627-banijayfast-mrbeanescc-rakutenes/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1756,200,成功,h264,25.0,有音频,3.438,16,12
Okto TV (1080p),https://cdn3.wowza.com/1/MHFtazJReW5rOFhP/N2NWNDZ2/hls/live/playlist.m3u8,Okto.at@SD,,,,https://i.imgur.com/9XfhgbS.png,General,640x360,iptv-org-all.txt,124,200,成功,h264,25.0,有音频,1.940,9,9
Moonbug Kids (1080p),https://moonbug-rokuus.amagi.tv/playlist.m3u8,MoonbugKids.uk@SD,,,,https://i.imgur.com/vZHtxQb.png,Kids,1920x1080,iptv-org-all.txt,1040,200,成功,h264,25.0,有音频,1.687,8,8
Multivisión Canal 3 (720p) [Not 24/7],https://stream.digitalgt.com:3136/live/multivisionlive.m3u8,MultivisionCanal3.gt@SD,,,,https://i.imgur.com/6bdj2BV.jpg,General,1280x720,iptv-org-all.txt,327,200,成功,h264,29.97002997002997,有音频,0.789,8,8
My Money (1080p),https://d3bqd6nz14unwy.cloudfront.net/scheduler/scheduleMaster/468.m3u8,,,,,,Undefined,960x540,iptv-org-all.txt,1223,200,成功,h264,29.97002997002997,有音频,1.851,8,8
Nayarit Comunica (1080p),https://live.iplanay.gob.mx/hls/nayarittv.m3u8,NayaritComunica.mx@SD,,,,https://i.imgur.com/aZCTkjU.jpg,General,1920x1080,iptv-org-all.txt,1699,200,成功,h264,29.97002997002997,有音频,1.650,8,8
MTV TV,https://raw.githubusercontent.com/UzunMuhalefet/streams/refs/heads/main/myvideo-az/mtv-azerbaycan.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,3,200,成功,h264,50.0,有音频,1.628,24,20
MHZ,https://mhz-samsung-linear-ca.samsung.wurl.tv/playlist.m3u8,MHZ.ca@SD,,,,https://i.imgur.com/a5fw83n.jpg,Entertainment,1280x720,iptv-org-all.txt,566,200,成功,h264,29.97002997002997,有音频,1.126,8,8
