频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,当前动态级,历史动态级,phash重复指数,主phash值,phash唯一指数,phash有效样本数,主phash时间跨度(天),源动态分类
Pluto TV Sci-Fi,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60ed498c4248a400077c0b9d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b2022d0-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7622190c-0c5d-4225-bfd1-46b7e034e788,PlutoTVSciFi.us@Austria,,,,https://i.imgur.com/vSzd5m7.png,Movies,426x240,iptv-org-all.txt,39,200,成功,h264,426x240,30.0,有音频,1.459,2.0,1.0,2.0,efe90815376a4a36,46.0,57,0.0,动态源
Pluto TV Knallhart,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65004605110545000842035d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1fada5-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=cba5d6e1-43a7-4ec8-9d78-67dbcdf7c324,,,,,,Undefined,426x240,iptv-org-all.txt,30,200,成功,h264,426x240,30.0,有音频,1.853,2.0,0.0,1.0,ce26217123db65ce,44.0,57,0.0,动态源
Porto Canal (720p),https://pull-live-156-1.global.ssl.fastly.net/pc5865dc25400thmb-ea6bf03b14fa318f7133/smil:pc1-jhrgyuoqe5865db-68tkgb14fa318f7133f03.smil/playlist.m3u8,PortoCanal.pt@SD,,,,https://i.imgur.com/DwziwMY.png,General,1280x720,iptv-org-all.txt,1557,200,成功,h264,1280x720,25.0,有音频,0.781,6.0,7.0,2.0,eb28348f26d06dc7,24.0,57,0.0,待观察
Primocanale (1080p) [Not 24/7],https://msh0203.stream.seeweb.it/live/flv:stream2.sdp/playlist.m3u8,Primocanale.it@SD,,,,https://i.imgur.com/eunZ2Sa.png,Undefined,1920x1080,iptv-org-all.txt,1852,200,成功,h264,1920x1080,25.0,有音频,2.51,6.0,1.0,2.0,d3f784dd854a5322,36.0,57,0.0,动态源
Rashid AlMajed (1080p),https://dphwv2ufgnfsq.cloudfront.net/out/v1/59cd80dfe93a479eb8b4d79bc6f225ca/index.m3u8,RashidAlMajed.sa@SD,,,,https://assets.mbcmood.com/channels/1720177618Rashid%20AlMajed.webp,Music,512x288,iptv-org-all.txt,1540,200,成功,h264,512x288,25.0,有音频,5.908,1.0,0.0,0.0,a9a5548baa665eca,57.0,57,0.0,动态源
Pluto TV Western,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/630dd3b2605f140007e002f5/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc85ef51-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1c1f8ee8-e3dc-46cf-aaf3-725e6cc98fdb,,,,,,Undefined,426x240,iptv-org-all.txt,29,200,成功,h264,426x240,30.0,有音频,1.518,1.0,0.0,2.0,a50e0a66267e9dd9,43.0,57,0.0,动态源
Pluto TV Polar,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f8ed4dbf6bb0800071ffbcb/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e055176-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=13a0cdb7-ad38-4359-a137-634d80c1b23b,PlutoTVPolar.us@France,,,,https://i.imgur.com/yApGRsb.png,Series,426x240,iptv-org-all.txt,40,200,成功,h264,426x240,30.0,有音频,1.573,1.0,0.0,2.0,aaaa6d5556525a6a,44.0,57,0.0,动态源
Pluto TV Minuto Para Ganar (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5e46e64dc73db400094b5f0b/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=,PlutoTVMinutoParaGanar.us@SD,,,,https://i.imgur.com/go5o1gB.png,Series,1216x684,iptv-org-all.txt,47,200,成功,h264,1216x684,30.0,有音频,1.151,2.0,2.0,2.0,c682743d0fec396c,21.0,33,0.0,动态源
Radio Piter Pan TV (720p) [Not 24/7],https://58d921499d3d3.streamlock.net/RadioPiterpanTV/livestream/playlist.m3u8,RadioPiterPanTV.it@SD,,,,https://i.imgur.com/hbqVWV4.png,Music,1280x720,iptv-org-all.txt,1258,200,成功,h264,1280x720,25.0,有音频,2.375,1.0,0.0,1.0,b1a3ce9ce07e621c,47.0,48,0.0,动态源
Rakuten TV Top Movies Italy (1080p),https://d4a4999341764c67a67e9ec9eb3790ab.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-5984/master.m3u8,RakutenTVTopMovies.es@Italy,,,,https://i.imgur.com/Meew6eX.png,Movies,1920x1080,iptv-org-all.txt,1351,200,成功,h264,1920x1080,25.0,有音频,5.374,1.0,0.0,1.0,cba3213c2c2c37eb,51.0,54,0.0,动态源
Pluto TV Star Trek,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6152ee71bf99590007893a11/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc85c847-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=92a6a858-02cb-46eb-b638-af9576cf28a8,,,,,,Undefined,426x240,iptv-org-all.txt,30,200,成功,h264,426x240,30.0,有音频,1.623,6.0,0.0,2.0,88883cb97333d697,49.0,57,0.0,动态源
Pluto TV Comedy,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e92178946c8000079a3160/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b8d23-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7bb58dcf-41b0-4375-8a36-1b947b81616b,PlutoTVComedy.us@Canada,,,,https://i.imgur.com/MTVrbd5.png,Comedy,426x240,iptv-org-all.txt,35,200,成功,h264,426x240,30.0,有音频,1.458,2.0,2.0,8.0,cdc36763d91a303c,33.0,57,0.0,动态源
Pluto TV Icons,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64b585f84ea480000838e446/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b1451-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c10b5837-0a92-452a-adc5-3de9f420226f,,,,,,Undefined,426x240,iptv-org-all.txt,37,200,成功,h264,426x240,30.0,有音频,1.336,2.0,0.0,4.0,993366cc999b646c,43.0,57,0.0,动态源
RASD TV (720p),https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=12830,RASDTV.eh@SD,,,,https://i.imgur.com/9Pb8806.png,General,1920x1080,iptv-org-all.txt,1831,200,成功,h264,1920x1080,25.0,有音频,2.03,2.0,0.0,2.0,9f60b4dbe31ce112,38.0,57,0.0,动态源
Power Love (1080p),https://livetv.powerapp.com.tr/plove/love.smil/playlist.m3u8,PowerLove.tr@SD,,,,https://i.imgur.com/0RzUswR.png,Music,1920x1080,iptv-org-all.txt,2944,200,成功,h264,1920x1080,30.0,有音频,5.755,2.0,0.0,2.0,c1202363fc0d8ffb,45.0,54,0.0,动态源
Pluto TV Nature,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5be1c3f9851dd5632e2c91b2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1ffbc1-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e79c49d9-6474-4184-9d9d-a3633162a2cc,PlutoTVNature.us@Austria,,,,https://i.imgur.com/PtWUmss.png,Outdoor,426x240,iptv-org-all.txt,27,200,成功,h264,426x240,30.0,有音频,1.386,1.0,0.0,2.0,cdc36763d91a303c,43.0,57,0.0,动态源
ORTM 2,http://69.64.57.208/tm2/playlist.m3u8,ORTM2.ml@SD,,,,https://i.imgur.com/GQ4fHsv.png,General,1280x720,iptv-org-all.txt,53,200,成功,h264,1280x720,50.0,有音频,0.975,2.0,1.0,2.0,a729911e3c676473,37.0,54,0.0,动态源
Pluto TV Ciné+,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ff5eb810e2996000768c0e2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e059f91-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=08ff6b98-d06f-4b08-acd6-c97e0886ea1f,,,,,,Undefined,426x240,iptv-org-all.txt,124,200,成功,h264,426x240,30.0,有音频,1.47,2.0,0.0,2.0,cdc36763d91a303c,41.0,57,0.0,动态源
Pluto TV Nick Jr. Club (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ddd7cb2cbb9010009b4fe32/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=,,,,,,Undefined,426x240,iptv-org-all.txt,313,200,成功,h264,426x240,30.0,有音频,1.847,5.0,4.0,1.0,8b24341a1a6ff6b5,9.0,12,0.0,动态源
QVC,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc1us/master.m3u8,QVC.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/QVC_logo_2019.svg/512px-QVC_logo_2019.svg.png,Shop,640x360,iptv-org-all.txt,13,200,成功,h264,640x360,30.0,有音频,0.846,6.0,5.0,2.0,f9f1d123c30e07d8,27.0,57,0.0,待观察
PBS Nature (1080p) [Geo-blocked],https://amg02333-pbs-amg02333c11-firetv-us-4242.playouts.now.amagi.tv/playlist.m3u8,PBSNature.us@SD,,,,https://i.imgur.com/Brry7cZ.png,Series,1920x1080,iptv-org-all.txt,1788,200,成功,h264,1920x1080,29.97002997002997,有音频,1.135,1.0,1.0,2.0,b2b287a3a3636e58,49.0,57,0.0,动态源
Power Türk Taptaze (1080p),https://livetv.powerapp.com.tr/pturktaptaze/taptaze.smil/playlist.m3u8,PowerTurkTaptaze.tr@SD,,,,https://i.imgur.com/a5nW3HU.png,Music,1920x1080,iptv-org-all.txt,1757,200,成功,h264,1920x1080,30.0,有音频,5.169,2.0,1.0,5.0,8d892326ccdcd976,40.0,54,0.0,动态源
Pluto TV Filmes Suspense (720p),https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5f171d3442a0500007362f22/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&channel_id=channel&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&genre=ROKU_ADS_CONTENT_GENRE&is_lat=1&platform=web&rdid=channel&studio_id=viacom&tags=ROKU_CONTENT_TAGS,,,,,,Undefined,640x360,iptv-org-all.txt,82,200,成功,h264,640x360,30.0,有音频,1.495,1.0,2.0,5.0,cdc36763d91a303c,43.0,57,0.0,动态源
OXIR TV,https://hls.oxir.live/hls/stream.m3u8,OXIRTV.ir@SD,,,,https://i.postimg.cc/sxMw4Qgx/oxirtv.png,Entertainment,1280x720,iptv-org-all.txt,2177,200,成功,h264,1280x720,25.0,有音频,1.837,2.0,0.0,1.0,b89f6443373956b0,46.0,57,0.0,动态源
PortuTV (480p) [Not 24/7],https://streamtv.intervenhosting.net:3789/live/portutvlive.m3u8,PortuguesaTelevision.ve@SD,,,,https://i.imgur.com/jHUSfGz.png,General,1280x720,iptv-org-all.txt,1517,200,成功,h264,1280x720,29.97002997002997,有音频,0.639,6.0,4.0,2.0,a5a73a7a1a519555,22.0,42,0.0,动态源
Pluto TV Explore,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ad9b8551b95267e225e59c1/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1f8693-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=bf2169a4-2ef0-4804-81ed-f3c18de5f07c,PlutoTVExplore.us@Austria,,,,https://i.imgur.com/Fhrcxje.png,Undefined,640x360,iptv-org-all.txt,40,200,成功,h264,640x360,30.0,有音频,1.207,2.0,1.0,9.0,cdc36763d91a303c,3.0,57,0.0,动态源
Radio Isla TV (720p),https://59a564764e2b6.streamlock.net/palestra/palestra/playlist.m3u8,RadioIslaTV.pr@SD,,,,https://i.ibb.co/PDThYr5/Logo-Radio-Isla.png,News,1920x1080,iptv-org-all.txt,2121,200,成功,h264,1920x1080,30.0,有音频,3.504,2.0,1.0,6.0,da07652c9ac32f78,34.0,57,0.0,动态源
Raj TV,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/2839e3d1e0f84a2e821c1708d5fdfdf0/index.m3u8,RajTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_RAJ_TV/images/LOGO_HD/image.png,Entertainment,1920x1080,iptv-org-all.txt,221,200,成功,h264,1920x1080,25.0,有音频,5.265,1.0,0.0,1.0,c5e43a9a6a496b39,56.0,57,0.0,动态源
Raajje TV (480p),https://stream.raajje.mv/live/rtv_live/index.m3u8,RaajjeTV.mv@SD,,,,https://i.imgur.com/NvYCCGl.png,General,854x480,iptv-org-all.txt,1773,200,成功,h264,854x480,25.0,有音频,3.514,1.0,0.0,2.0,d0dd2d615d237689,51.0,57,0.0,动态源
PBS History (1080p),https://amg02333-pbs-amg02333c1-samsung-au-1253.playouts.now.amagi.tv/playlist/amg02333-pbsdistributionfast-pbshistory-samsungau/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1307,200,成功,h264,1920x1080,29.97002997002997,有音频,2.882,2.0,1.0,2.0,c7e333d418f8e492,39.0,57,0.0,动态源
Pluto TV Toons Clásico (720p),https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/609e7e423e9173000706a681/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&channel_id=channel&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&genre=ROKU_ADS_CONTENT_GENRE&is_lat=1&platform=web&rdid=channel&studio_id=viacom&tags=ROKU_CONTENT_TAGS,PlutoTVToonsClasico.us@Spain,,,,https://i.imgur.com/gQcuJSE.png,Kids,426x240,iptv-org-all.txt,145,200,成功,h264,426x240,30.0,有音频,1.471,2.0,0.0,2.0,cdc36763d91a303c,42.0,54,0.0,动态源
RACER International,https://amg00378-mavtv-amg00378c2-rakuten-us-1048.playouts.now.amagi.tv/playlist/amg00378-mavtvfast-motorsportsnetwork-rakutenus/playlist.m3u8,RACERInternational.pl@FAST,,,,,Sports,1920x1080,iptv-org-all.txt,1314,200,成功,h264,1920x1080,29.97002997002997,有音频,1.156,1.0,0.0,0.0,9259696095add6f2,54.0,54,0.0,动态源
Pluto TV Antiques Roadshow UK (240p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ce44810b421747ae467b7cd/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5ce44810b421747ae467b7cd&deviceLat=&deviceLon=&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false&sid=621&terminate=false&userId=,,,,,,Undefined,426x240,iptv-org-all.txt,89,200,成功,h264,426x240,30.0,有音频,1.507,2.0,0.0,2.0,9139c3f666278cc6,45.0,57,0.0,动态源
Pluto TV Sitcoms,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d767ab2b456c8cf265ce921/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b2022d4-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=f2671c6a-031c-4fa0-bb07-e94c2b5d08db,PlutoTVSitcoms.us@Austria,,,,https://i.imgur.com/YzrUL8P.png,Comedy,640x360,iptv-org-all.txt,116,200,成功,h264,640x360,30.0,有音频,1.225,2.0,2.0,8.0,cdc36763d91a303c,34.0,57,0.0,动态源
Pluto TV History,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d767b1c126c65d0a307355f/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc855317-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4501eafa-6139-46c8-821f-a9a1465f54b4,,,,,,Undefined,426x240,iptv-org-all.txt,37,200,成功,h264,426x240,30.0,有音频,1.446,6.0,1.0,2.0,c060605f1f1f1f1f,40.0,57,0.0,动态源
Parlamentsfernsehen 2 (1080p) [Not 24/7],https://bttv-live-z.r53.cdn.tv1.eu/13014bundestag-hk2/_definst_/live/video/hk2_de.smil/playlist.m3u8,Parlamentsfernsehen2.de@SD,,,,https://i.imgur.com/mksEgwx.png,Legislative,480x270,iptv-org-all.txt,2033,200,成功,h264,480x270,50.0,有音频,6.328,2.0,0.0,5.0,d2508cbd48ec7733,38.0,57,0.0,动态源
Power Max Radio TV (720p),https://videostream.shockmedia.com.ar:19360/radio1045/radio1045.m3u8,PowerMaxRadioTV.ar@SD,,,,https://i.ibb.co/qgZLYDj/channels4-profile-6.jpg,Entertainment,1280x720,iptv-org-all.txt,1386,200,成功,h264,1280x720,25.0,有音频,0.543,1.0,0.0,2.0,c1edf4c58117d21e,46.0,51,0.0,动态源
Pluto TV Star Trek,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6152ee71bf99590007893a11/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b2049e0-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a5c84cd3-495f-49d7-8e48-a79af0d219fc,StarTrek.us@Austria,,,,https://i.imgur.com/8cvXYiT.png,Series,426x240,iptv-org-all.txt,24,200,成功,h264,426x240,30.0,有音频,1.719,1.0,1.0,2.0,956db69393929233,49.0,57,0.0,动态源
Pluto TV Curro Jiménez (720p),https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5f1acd36779de70007a680d1/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&is_lat=1&platform=web&rdid=channel&tags=ROKU_CONTENT_TAGS,CurroJimenez.us@Spain,,,,https://i.imgur.com/e3biTY5.png,Series,426x240,iptv-org-all.txt,111,200,成功,h264,426x240,30.0,有音频,2.039,1.0,0.0,1.0,c41f99e4639d1a65,46.0,57,0.0,动态源
Primer TV (1080p),http://200.194.238.229:8383/live/primer/playlist.m3u8,PrimerTV.br@SD,,,,https://i.imgur.com/PMptSP3.png,General,1920x1080,iptv-org-all.txt,247,200,成功,h264,1920x1080,30.0,有音频,1.451,2.0,1.0,2.0,8a615f760d73ac98,42.0,57,0.0,动态源
Panc TV Peru (1080p),https://panel.host-live.com:19360/20000/20000.m3u8,PancTVPeru.pe@SD,,,,https://play-lh.googleusercontent.com/-FVhaeUjvONL49NYdVMchoLXU421387791mp8zZ15JFic_kPyb3vULf86ffIr-NeOg,Entertainment,720x404,iptv-org-all.txt,978,200,成功,h264,720x404,10.0,有音频,2.227,2.0,2.0,7.0,96fe38da85837252,36.0,57,0.0,动态源
PTC Punjabi (1080p),https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/3e22a9c278db4e3eb779afd42e41b0a6/index.m3u8,PTCPunjabi.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_PTC_PUNJABI/images/LOGO_HD/image.png,Entertainment,1920x1080,iptv-org-all.txt,1270,200,成功,h264,1920x1080,25.0,有音频,4.17,1.0,0.0,0.0,a9e475357699520b,57.0,57,0.0,动态源
Pratidin Time (576p),https://server.thelegitpro.in/pratidintime/pratidintime/index.fmp4.m3u8,PratidinTime.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_PRATIDIN_TIME/images/LOGO_HD/image.png,News,720x576,iptv-org-all.txt,2452,200,成功,h264,720x576,25.0,有音频,11.647,1.0,0.0,0.0,fe0e10526aed3b61,57.0,57,0.0,动态源
PokerGo,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5fc54366b04b2300072e31af/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b6274-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a68d07ef-a794-43f8-a287-3bd7f27d909b,PokerGo.us@US,,,,https://i.imgur.com/1603HED.png,Sports,426x240,iptv-org-all.txt,224,200,成功,h264,426x240,30.0,有音频,1.515,2.0,1.0,2.0,915ba49467e69d70,41.0,57,0.0,动态源
Radio Number One (720p) [Not 24/7],https://56b50ada2d659.streamlock.net/RN1TV/livestream/playlist.m3u8,RadioNumberOne.it@SD,,,,https://i.imgur.com/8cpuaG5.png,Undefined,1280x720,iptv-org-all.txt,87,200,成功,h264,1280x720,25.0,有音频,2.232,2.0,3.0,2.0,9f9760e01f1de170,35.0,57,0.0,动态源
Pluto TV Knallhart,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65004605110545000842035d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc857a23-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1dbedef5-ea4c-4a06-99b5-425c782c13bb,,,,,,Undefined,426x240,iptv-org-all.txt,35,200,成功,h264,426x240,30.0,有音频,1.457,2.0,0.0,4.0,9964ac59259ba5ad,44.0,57,0.0,动态源
Pacific Coast TV HMB Coastside Channel 27 (720p),https://livestream.telvue.com/pacificaca1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,PCTChannel27.us@SD,,,,https://i.imgur.com/b0ufMkd.png,General,416x234,iptv-org-all.txt,399,200,成功,h264,416x234,29.97002997002997,有音频,3.756,6.0,3.0,2.0,d33fec1383e42cd0,38.0,57,0.0,动态源
R Television [Not 24/7],https://vdopanel.jlahozconsulting.com/p/3142/hybrid/play.m3u8,RTelevision.do@HD,,,,https://www.vivalivetv.com/public/files/shows/0/1/3039-294x165-FFFFFF.jpg,General,1280x720,iptv-org-all.txt,2118,200,成功,h264,1280x720,29.97002997002997,有音频,3.537,1.0,0.0,2.0,ad52ada852ad52ad,55.0,57,0.0,动态源
PGA Tour,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5de94dacb394a300099fa22a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2ac630-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=6c2b7359-0375-4f34-996b-4fb9429ead78,PGATour.us@SD,,,,https://i.imgur.com/J0TY9dG.png,Sports,426x240,iptv-org-all.txt,229,200,成功,h264,426x240,30.0,有音频,1.538,2.0,0.0,1.0,9ca7834f2c3eb0a3,43.0,54,0.0,动态源
Rararadio (720p),https://58c04fb1d143f.streamlock.net/rararadio/rararadio/playlist.m3u8,Rararadio.nl@SD,,,,https://i.imgur.com/vTpfxUG.png,Music,1920x1080,iptv-org-all.txt,2108,200,成功,h264,1920x1080,30.0,有音频,3.55,6.0,5.0,8.0,86a7c6c7c9387866,26.0,57,0.0,待观察
Rakuten TV Cine Español (1080p),https://3ed8837c27bf41dabe8e2627be2e57e6.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6196/master.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1263,200,成功,h264,1920x1080,25.0,有音频,5.351,1.0,0.0,0.0,dc55292a27e919c7,51.0,51,0.0,动态源
Parlamentsfernsehen 4 (1080p) [Not 24/7],https://bttv-live-z.r53.cdn.tv1.eu/13014bundestag-hk4/_definst_/live/video/hk4_de.smil/playlist.m3u8,Parlamentsfernsehen4.de@SD,,,,https://i.imgur.com/mksEgwx.png,Legislative,480x270,iptv-org-all.txt,1787,200,成功,h264,480x270,50.0,有音频,6.492,1.0,0.0,4.0,d25288bd586c7733,40.0,57,0.0,动态源
